ID;Año;Región;País;Edad;Profesión;Ingresos_Anuales_USD;Clase_Social;Tiene_Familia;Tamaño_Familia;Tipo_Inversión;Monto_Invertido_USD;Frecuencia_Inversión;Riesgo_Inversión;Motivo_Inversión
708;2022;Europa;Francia;53;Médico;73262;Media;Sí;2;Bonos;24624;Semestral;Alto;Diversificación
709;2024;Europa;Reino Unido;48;Arquitecto;39950;Media;Sí;8;Bonos;18292;Semestral;Bajo;Ganancia Rápida
710;2024;Europa;España;50;Empresario;433759;Alta;Sí;5;Inmobiliario;92714;Mensual;Bajo;Ganancia Rápida
711;2024;Europa;Alemania;31;Contador;209569;Alta;No;0;Acciones;6191;Mensual;Bajo;Ganancia Rápida
712;2024;América Latina;Argentina;37;Contador;405116;Alta;No;0;Bonos;6614;Anual;Alto;Ganancia Rápida
713;2022;Europa;Italia;47;Ingeniero;418078;Alta;Sí;8;Criptomonedas;18238;Mensual;Medio;Retiro
714;2023;América Latina;Colombia;35;Abogado;352350;Alta;No;0;Criptomonedas;55119;Semestral;Alto;Ahorro
715;2024;América Latina;Chile;43;Ingeniero;244817;Alta;Sí;6;Inmobiliario;20154;Mensual;Medio;Diversificación
716;2023;Europa;Reino Unido;40;Médico;298652;Alta;Sí;2;Criptomonedas;29114;Semestral;Alto;Diversificación
717;2022;Norteamérica;Estados Unidos;43;Abogado;131670;Alta;Sí;2;Bonos;16270;Anual;Medio;Retiro
718;2022;Norteamérica;Estados Unidos;22;Arquitecto;446064;Alta;Sí;7;Inmobiliario;78883;Semestral;Alto;Ahorro
719;2023;América Latina;México;48;Arquitecto;468015;Alta;Sí;4;Criptomonedas;79486;Anual;Bajo;Diversificación
720;2022;América Latina;México;43;Empresario;181940;Alta;Sí;1;Fondos Mutuos;81991;Mensual;Bajo;Ahorro
721;2022;América Latina;Argentina;28;Diseñador;328855;Alta;No;0;Acciones;60898;Anual;Medio;Retiro
722;2022;Norteamérica;Estados Unidos;34;Diseñador;275846;Alta;Sí;3;Inmobiliario;58202;Anual;Alto;Diversificación
723;2023;Europa;Reino Unido;48;Programador;286257;Alta;No;0;Inmobiliario;69634;Mensual;Medio;Ganancia Rápida
724;2023;Norteamérica;Canadá;42;Empresario;477400;Alta;No;0;Criptomonedas;8730;Mensual;Bajo;Ganancia Rápida
725;2024;Europa;Francia;43;Empresario;186470;Alta;Sí;5;Criptomonedas;21696;Semestral;Alto;Diversificación
726;2022;América Latina;México;59;Profesor;26251;Baja;Sí;3;Inmobiliario;1110;Mensual;Alto;Diversificación
727;2023;Norteamérica;Estados Unidos;20;Programador;387231;Alta;Sí;4;Acciones;78265;Anual;Bajo;Diversificación
728;2023;Europa;Reino Unido;55;Estudiante;172442;Alta;Sí;8;Acciones;75288;Anual;Bajo;Ahorro
729;2023;Europa;Italia;33;Ingeniero;163413;Alta;No;0;Criptomonedas;74395;Anual;Medio;Ganancia Rápida
730;2024;América Latina;Chile;41;Arquitecto;392101;Alta;No;0;Acciones;65857;Mensual;Medio;Diversificación
731;2023;América Latina;Chile;35;Empresario;396815;Alta;Sí;2;Criptomonedas;29940;Anual;Medio;Retiro
732;2023;América Latina;Brasil;50;Ingeniero;201850;Alta;Sí;1;Bonos;12768;Anual;Alto;Retiro
733;2024;Europa;Italia;26;Arquitecto;335846;Alta;No;0;Fondos Mutuos;79829;Semestral;Medio;Ganancia Rápida
734;2024;Norteamérica;Canadá;33;Estudiante;330937;Alta;No;0;Fondos Mutuos;48415;Semestral;Bajo;Ahorro
735;2024;Norteamérica;Canadá;45;Arquitecto;302123;Alta;Sí;7;Bonos;53304;Anual;Medio;Ganancia Rápida
736;2022;América Latina;Brasil;27;Diseñador;237040;Alta;Sí;2;Fondos Mutuos;78583;Semestral;Alto;Ganancia Rápida
737;2024;Norteamérica;Estados Unidos;33;Contador;314409;Alta;Sí;1;Acciones;38200;Mensual;Bajo;Diversificación
738;2024;América Latina;Chile;44;Arquitecto;231960;Alta;No;0;Criptomonedas;90875;Mensual;Alto;Retiro
739;2023;América Latina;México;29;Abogado;113400;Alta;No;0;Bonos;35482;Mensual;Medio;Diversificación
740;2022;Europa;España;50;Estudiante;61860;Media;Sí;7;Criptomonedas;24005;Semestral;Alto;Ganancia Rápida
741;2023;Europa;Italia;42;Profesor;170771;Alta;Sí;4;Bonos;81001;Anual;Bajo;Retiro
742;2023;América Latina;Chile;48;Arquitecto;259692;Alta;Sí;8;Inmobiliario;56844;Anual;Bajo;Ganancia Rápida
743;2023;Europa;Reino Unido;67;Abogado;279927;Alta;Sí;6;Fondos Mutuos;18614;Mensual;Alto;Ahorro
744;2024;Norteamérica;Estados Unidos;35;Diseñador;51056;Media;Sí;7;Criptomonedas;8299;Semestral;Bajo;Ahorro
745;2022;América Latina;México;38;Programador;377920;Alta;Sí;4;Bonos;12355;Anual;Bajo;Ahorro
746;2024;Norteamérica;Estados Unidos;49;Ingeniero;80498;Media;Sí;7;Bonos;5177;Semestral;Alto;Ganancia Rápida
747;2022;Europa;Reino Unido;38;Profesor;398647;Alta;Sí;6;Inmobiliario;97398;Mensual;Bajo;Ganancia Rápida
748;2022;América Latina;Chile;52;Arquitecto;25072;Baja;Sí;3;Fondos Mutuos;3720;Semestral;Medio;Diversificación
749;2024;Norteamérica;Estados Unidos;44;Ingeniero;435125;Alta;Sí;2;Acciones;56837;Mensual;Medio;Ganancia Rápida
750;2023;Norteamérica;Canadá;28;Estudiante;497974;Alta;No;0;Fondos Mutuos;96515;Semestral;Medio;Retiro
751;2022;Norteamérica;Estados Unidos;42;Contador;275764;Alta;Sí;5;Fondos Mutuos;43719;Semestral;Medio;Ganancia Rápida
752;2024;Norteamérica;Estados Unidos;26;Programador;474047;Alta;No;0;Fondos Mutuos;62148;Semestral;Alto;Diversificación
753;2022;Norteamérica;Canadá;29;Profesor;36586;Media;No;0;Acciones;1350;Anual;Bajo;Retiro
754;2024;Norteamérica;Estados Unidos;20;Contador;76140;Media;Sí;3;Fondos Mutuos;7203;Mensual;Alto;Diversificación
755;2022;Norteamérica;Estados Unidos;58;Diseñador;296592;Alta;Sí;2;Fondos Mutuos;46569;Semestral;Medio;Retiro
756;2023;América Latina;Argentina;32;Programador;265996;Alta;Sí;1;Inmobiliario;83950;Mensual;Medio;Ahorro
757;2022;Europa;Alemania;36;Contador;492354;Alta;Sí;6;Fondos Mutuos;55657;Anual;Medio;Diversificación
758;2024;Norteamérica;Estados Unidos;36;Contador;425981;Alta;Sí;5;Acciones;34363;Anual;Alto;Ahorro
759;2023;Europa;España;18;Estudiante;126621;Alta;Sí;4;Acciones;30510;Semestral;Medio;Diversificación
760;2024;Norteamérica;Estados Unidos;37;Ingeniero;237171;Alta;Sí;1;Fondos Mutuos;42758;Mensual;Bajo;Ganancia Rápida
761;2024;América Latina;Argentina;45;Abogado;370836;Alta;Sí;7;Acciones;56333;Mensual;Bajo;Ahorro
762;2024;Norteamérica;Canadá;38;Médico;240712;Alta;Sí;4;Acciones;82766;Semestral;Medio;Ahorro
763;2023;Norteamérica;Canadá;55;Ingeniero;236080;Alta;Sí;4;Bonos;62955;Anual;Bajo;Retiro
764;2023;América Latina;Chile;29;Diseñador;283543;Alta;No;0;Inmobiliario;4192;Mensual;Bajo;Diversificación
765;2023;Norteamérica;Estados Unidos;31;Diseñador;296920;Alta;Sí;8;Criptomonedas;93318;Semestral;Alto;Diversificación
766;2023;Europa;Italia;45;Empresario;331076;Alta;No;0;Inmobiliario;71300;Mensual;Medio;Ganancia Rápida
767;2024;Norteamérica;Estados Unidos;62;Contador;315438;Alta;Sí;1;Bonos;63447;Anual;Medio;Diversificación
768;2024;Norteamérica;Estados Unidos;35;Ingeniero;96121;Media;Sí;6;Acciones;21210;Anual;Medio;Ganancia Rápida
769;2022;América Latina;Colombia;35;Ingeniero;123014;Alta;Sí;2;Criptomonedas;13675;Anual;Medio;Diversificación
770;2023;Europa;Italia;59;Empresario;379567;Alta;No;0;Criptomonedas;16672;Semestral;Medio;Ganancia Rápida
771;2022;Europa;Reino Unido;42;Abogado;212382;Alta;No;0;Criptomonedas;91526;Semestral;Alto;Ahorro
772;2022;Europa;Reino Unido;33;Contador;62827;Media;Sí;8;Criptomonedas;9626;Mensual;Bajo;Ganancia Rápida
773;2022;América Latina;México;36;Profesor;439632;Alta;Sí;2;Acciones;35232;Mensual;Bajo;Diversificación
774;2023;América Latina;Chile;36;Diseñador;208366;Alta;No;0;Acciones;24411;Anual;Bajo;Ahorro
775;2024;América Latina;Argentina;32;Contador;354974;Alta;No;0;Criptomonedas;69733;Mensual;Alto;Retiro
776;2024;Europa;Italia;42;Médico;272984;Alta;Sí;3;Criptomonedas;99125;Semestral;Bajo;Retiro
777;2023;Europa;Italia;36;Médico;261211;Alta;Sí;7;Inmobiliario;17870;Semestral;Medio;Diversificación
778;2024;América Latina;Colombia;49;Empresario;79816;Media;Sí;3;Inmobiliario;6453;Semestral;Bajo;Diversificación
779;2023;Norteamérica;Estados Unidos;38;Abogado;496432;Alta;No;0;Fondos Mutuos;7134;Mensual;Alto;Ahorro
780;2024;América Latina;Brasil;58;Ingeniero;23275;Baja;Sí;4;Fondos Mutuos;6584;Anual;Alto;Diversificación
781;2023;Europa;Alemania;42;Contador;413083;Alta;Sí;6;Bonos;60855;Anual;Bajo;Retiro
782;2022;Norteamérica;Estados Unidos;34;Ingeniero;69096;Media;No;0;Fondos Mutuos;7136;Semestral;Alto;Ganancia Rápida
783;2022;Norteamérica;Estados Unidos;54;Programador;168726;Alta;Sí;4;Acciones;81761;Semestral;Medio;Retiro
784;2024;Norteamérica;Estados Unidos;23;Contador;317096;Alta;Sí;4;Criptomonedas;1560;Anual;Alto;Retiro
785;2023;América Latina;Brasil;45;Abogado;220397;Alta;No;0;Criptomonedas;33402;Semestral;Alto;Ganancia Rápida
786;2024;Norteamérica;Estados Unidos;42;Empresario;308936;Alta;Sí;1;Acciones;54442;Mensual;Bajo;Ahorro
787;2023;Norteamérica;Estados Unidos;35;Ingeniero;79916;Media;Sí;5;Fondos Mutuos;7258;Semestral;Medio;Ahorro
788;2023;Norteamérica;Canadá;64;Empresario;15059;Baja;Sí;5;Fondos Mutuos;2743;Anual;Bajo;Ganancia Rápida
789;2023;Norteamérica;Canadá;18;Programador;164329;Alta;No;0;Acciones;68846;Semestral;Medio;Retiro
790;2024;Norteamérica;Canadá;36;Diseñador;107449;Alta;Sí;5;Fondos Mutuos;8536;Semestral;Bajo;Ganancia Rápida
791;2022;Europa;Reino Unido;48;Empresario;477404;Alta;Sí;7;Acciones;28097;Mensual;Bajo;Retiro
792;2023;Norteamérica;Estados Unidos;36;Profesor;239515;Alta;Sí;3;Inmobiliario;90843;Anual;Alto;Retiro
793;2022;Norteamérica;Canadá;50;Abogado;158870;Alta;No;0;Criptomonedas;1406;Anual;Bajo;Ahorro
794;2024;América Latina;Argentina;36;Ingeniero;272431;Alta;No;0;Fondos Mutuos;34820;Semestral;Alto;Retiro
795;2023;Norteamérica;Estados Unidos;39;Arquitecto;139559;Alta;No;0;Fondos Mutuos;34999;Anual;Bajo;Retiro
796;2024;Europa;Reino Unido;52;Empresario;371747;Alta;Sí;2;Inmobiliario;5742;Anual;Bajo;Ahorro
797;2022;Norteamérica;Estados Unidos;36;Diseñador;212357;Alta;Sí;8;Inmobiliario;24071;Anual;Alto;Diversificación
798;2022;América Latina;Argentina;23;Empresario;192655;Alta;Sí;3;Inmobiliario;88910;Semestral;Medio;Ganancia Rápida
799;2024;América Latina;México;49;Empresario;160519;Alta;Sí;2;Bonos;39925;Mensual;Medio;Ahorro
800;2023;Norteamérica;Estados Unidos;41;Profesor;322291;Alta;Sí;6;Acciones;9170;Semestral;Medio;Diversificación
801;2023;América Latina;Colombia;39;Empresario;64177;Media;No;0;Inmobiliario;5149;Semestral;Medio;Diversificación
802;2024;Europa;Alemania;38;Abogado;121085;Alta;Sí;7;Fondos Mutuos;28659;Anual;Bajo;Diversificación
803;2022;Europa;España;28;Diseñador;435457;Alta;Sí;5;Acciones;30922;Mensual;Bajo;Ahorro
804;2023;América Latina;Chile;31;Abogado;463380;Alta;Sí;2;Inmobiliario;64845;Anual;Bajo;Diversificación
805;2022;Norteamérica;Estados Unidos;35;Abogado;360022;Alta;Sí;4;Acciones;59690;Anual;Bajo;Ahorro
806;2024;Norteamérica;Canadá;24;Estudiante;380675;Alta;Sí;4;Fondos Mutuos;21888;Semestral;Medio;Ahorro
807;2022;Europa;Italia;36;Diseñador;340505;Alta;Sí;4;Criptomonedas;21651;Anual;Alto;Retiro
808;2023;Europa;España;31;Profesor;190411;Alta;No;0;Inmobiliario;733;Anual;Bajo;Diversificación
809;2022;Europa;España;40;Programador;291955;Alta;No;0;Inmobiliario;63196;Anual;Bajo;Ahorro
810;2022;Europa;Francia;28;Estudiante;233045;Alta;No;0;Criptomonedas;19876;Semestral;Bajo;Ganancia Rápida
811;2024;América Latina;Chile;37;Empresario;292647;Alta;No;0;Criptomonedas;2761;Mensual;Alto;Ganancia Rápida
812;2022;América Latina;Brasil;59;Estudiante;313919;Alta;Sí;5;Bonos;27040;Semestral;Medio;Diversificación
813;2024;América Latina;Brasil;33;Empresario;196937;Alta;No;0;Criptomonedas;53679;Anual;Alto;Ganancia Rápida
814;2024;América Latina;Chile;32;Ingeniero;366257;Alta;No;0;Bonos;83952;Mensual;Medio;Ahorro
815;2022;Norteamérica;Canadá;47;Profesor;461432;Alta;Sí;4;Fondos Mutuos;64441;Anual;Bajo;Ahorro
816;2022;América Latina;México;57;Abogado;296531;Alta;Sí;2;Fondos Mutuos;55611;Mensual;Bajo;Ahorro
817;2022;Norteamérica;Estados Unidos;48;Médico;34351;Media;Sí;4;Fondos Mutuos;12710;Anual;Medio;Diversificación
818;2023;Norteamérica;Canadá;49;Estudiante;331777;Alta;Sí;4;Bonos;75623;Anual;Alto;Ganancia Rápida
819;2024;Europa;Reino Unido;24;Profesor;125828;Alta;No;0;Inmobiliario;37689;Anual;Bajo;Ganancia Rápida
820;2022;América Latina;Argentina;18;Abogado;64744;Media;Sí;7;Criptomonedas;7705;Mensual;Bajo;Retiro
821;2022;América Latina;México;34;Ingeniero;265932;Alta;Sí;3;Acciones;81946;Mensual;Bajo;Ganancia Rápida
822;2022;América Latina;Brasil;38;Estudiante;18586;Baja;Sí;8;Bonos;8719;Anual;Bajo;Ahorro
823;2023;Norteamérica;Estados Unidos;41;Ingeniero;35921;Media;Sí;2;Acciones;1951;Semestral;Alto;Ahorro
824;2024;Europa;Francia;41;Estudiante;76490;Media;Sí;7;Acciones;30430;Semestral;Medio;Diversificación
825;2023;América Latina;Brasil;54;Diseñador;375508;Alta;Sí;5;Criptomonedas;71331;Mensual;Alto;Retiro
826;2022;Norteamérica;Canadá;32;Médico;96918;Media;Sí;3;Acciones;34941;Mensual;Alto;Ahorro
827;2024;Europa;Italia;31;Profesor;79205;Media;Sí;8;Bonos;19100;Mensual;Bajo;Ganancia Rápida
828;2022;América Latina;Colombia;24;Médico;338202;Alta;No;0;Criptomonedas;95310;Anual;Bajo;Ganancia Rápida
829;2022;Europa;Francia;35;Arquitecto;377199;Alta;Sí;4;Acciones;51817;Anual;Bajo;Ahorro
830;2023;Norteamérica;Estados Unidos;43;Profesor;97068;Media;Sí;6;Bonos;6966;Mensual;Medio;Diversificación
831;2023;Europa;Alemania;43;Diseñador;427771;Alta;No;0;Inmobiliario;1570;Semestral;Medio;Diversificación
832;2022;Norteamérica;Canadá;50;Diseñador;78440;Media;Sí;7;Inmobiliario;6246;Semestral;Bajo;Ahorro
833;2022;Europa;Alemania;37;Arquitecto;263118;Alta;No;0;Fondos Mutuos;42095;Mensual;Medio;Ganancia Rápida
834;2024;Europa;Alemania;37;Diseñador;242285;Alta;Sí;3;Acciones;41078;Anual;Alto;Diversificación
835;2023;Norteamérica;Canadá;33;Estudiante;33886;Media;Sí;4;Inmobiliario;9010;Mensual;Alto;Ahorro
836;2022;Norteamérica;Estados Unidos;38;Estudiante;125334;Alta;Sí;3;Criptomonedas;25953;Anual;Alto;Ahorro
837;2022;América Latina;Chile;23;Profesor;335095;Alta;Sí;7;Criptomonedas;13220;Anual;Bajo;Ganancia Rápida
838;2024;América Latina;México;33;Empresario;283768;Alta;No;0;Inmobiliario;81639;Anual;Bajo;Retiro
839;2024;América Latina;Colombia;57;Arquitecto;461207;Alta;No;0;Acciones;71240;Anual;Alto;Ahorro
840;2024;Europa;Alemania;28;Contador;473454;Alta;No;0;Criptomonedas;6551;Anual;Bajo;Retiro
841;2024;Europa;Alemania;41;Médico;109000;Alta;No;0;Inmobiliario;49520;Anual;Medio;Ganancia Rápida
842;2024;América Latina;Brasil;28;Empresario;313561;Alta;Sí;6;Criptomonedas;8931;Anual;Medio;Retiro
843;2023;Europa;España;48;Contador;326130;Alta;No;0;Inmobiliario;41115;Mensual;Alto;Diversificación
844;2023;Europa;Italia;43;Estudiante;118795;Alta;Sí;1;Acciones;26660;Anual;Bajo;Diversificación
845;2023;América Latina;Chile;35;Arquitecto;414847;Alta;Sí;7;Fondos Mutuos;43107;Anual;Medio;Ganancia Rápida
846;2022;Norteamérica;Canadá;28;Abogado;61977;Media;No;0;Bonos;4602;Mensual;Medio;Ahorro
847;2024;Europa;Reino Unido;51;Diseñador;394191;Alta;Sí;2;Fondos Mutuos;96612;Anual;Alto;Ahorro
848;2024;Norteamérica;Canadá;40;Médico;220787;Alta;Sí;8;Criptomonedas;32174;Mensual;Alto;Ganancia Rápida
849;2023;América Latina;Argentina;49;Diseñador;256936;Alta;Sí;4;Criptomonedas;2333;Mensual;Bajo;Ganancia Rápida
850;2024;América Latina;Chile;22;Profesor;441067;Alta;Sí;5;Acciones;61359;Mensual;Bajo;Diversificación
851;2024;Norteamérica;Canadá;30;Estudiante;494045;Alta;Sí;3;Inmobiliario;73350;Anual;Medio;Retiro
852;2022;América Latina;México;41;Ingeniero;32554;Media;Sí;8;Fondos Mutuos;8155;Mensual;Bajo;Ahorro
853;2023;Norteamérica;Canadá;46;Ingeniero;272035;Alta;Sí;6;Acciones;69198;Semestral;Bajo;Retiro
854;2024;América Latina;Brasil;43;Diseñador;422729;Alta;Sí;5;Fondos Mutuos;21347;Mensual;Bajo;Ganancia Rápida
855;2023;América Latina;México;52;Diseñador;15611;Baja;Sí;2;Criptomonedas;2454;Semestral;Bajo;Ganancia Rápida
856;2023;Europa;Reino Unido;49;Profesor;270333;Alta;Sí;3;Inmobiliario;33512;Semestral;Bajo;Retiro
857;2022;América Latina;Brasil;46;Abogado;111195;Alta;No;0;Bonos;15013;Mensual;Bajo;Ganancia Rápida
858;2023;Europa;Reino Unido;18;Programador;270775;Alta;No;0;Inmobiliario;73227;Semestral;Alto;Retiro
859;2023;América Latina;Chile;41;Ingeniero;454328;Alta;Sí;4;Bonos;28276;Semestral;Alto;Retiro
860;2024;Europa;Alemania;31;Estudiante;146084;Alta;Sí;1;Acciones;36708;Mensual;Alto;Diversificación
861;2022;Europa;Italia;51;Empresario;41912;Media;Sí;8;Bonos;6207;Anual;Alto;Diversificación
862;2022;América Latina;Argentina;46;Ingeniero;94492;Media;Sí;4;Inmobiliario;14201;Anual;Bajo;Ganancia Rápida
863;2024;Norteamérica;Estados Unidos;51;Profesor;115535;Alta;Sí;6;Inmobiliario;45703;Anual;Bajo;Ahorro
864;2022;Europa;Reino Unido;46;Contador;346541;Alta;Sí;8;Fondos Mutuos;24627;Mensual;Medio;Diversificación
865;2024;Norteamérica;Estados Unidos;48;Profesor;335510;Alta;Sí;2;Bonos;83248;Semestral;Alto;Diversificación
866;2022;América Latina;Chile;47;Arquitecto;375611;Alta;No;0;Bonos;76102;Mensual;Alto;Ganancia Rápida
867;2023;Europa;Francia;38;Contador;468769;Alta;Sí;3;Acciones;13011;Mensual;Bajo;Retiro
868;2022;América Latina;Chile;21;Empresario;176137;Alta;No;0;Fondos Mutuos;56679;Mensual;Alto;Retiro
869;2023;Europa;Reino Unido;43;Diseñador;323693;Alta;Sí;4;Bonos;32969;Anual;Bajo;Retiro
870;2023;América Latina;Chile;44;Contador;194108;Alta;Sí;8;Criptomonedas;48571;Semestral;Medio;Diversificación
871;2022;Europa;España;45;Contador;158030;Alta;No;0;Acciones;33543;Anual;Medio;Diversificación
872;2022;América Latina;Colombia;31;Arquitecto;428363;Alta;Sí;4;Inmobiliario;93724;Anual;Medio;Diversificación
873;2022;Norteamérica;Canadá;39;Profesor;364820;Alta;Sí;5;Inmobiliario;61958;Semestral;Alto;Retiro
874;2022;Europa;Alemania;51;Diseñador;488614;Alta;Sí;5;Inmobiliario;1448;Semestral;Alto;Ganancia Rápida
875;2024;Europa;Francia;47;Contador;99874;Media;No;0;Fondos Mutuos;24705;Anual;Alto;Ganancia Rápida
876;2024;Norteamérica;Canadá;31;Programador;431516;Alta;Sí;5;Acciones;11878;Semestral;Bajo;Ahorro
877;2023;América Latina;México;45;Diseñador;138865;Alta;Sí;5;Fondos Mutuos;15777;Anual;Bajo;Diversificación
878;2022;América Latina;Argentina;36;Profesor;423072;Alta;No;0;Bonos;5156;Semestral;Bajo;Diversificación
879;2022;Norteamérica;Canadá;18;Empresario;31557;Media;No;0;Bonos;10260;Semestral;Medio;Ahorro
880;2022;Norteamérica;Canadá;36;Diseñador;202144;Alta;Sí;5;Fondos Mutuos;12308;Semestral;Bajo;Ahorro
881;2024;América Latina;México;43;Programador;60369;Media;No;0;Bonos;25028;Anual;Alto;Retiro
882;2022;Norteamérica;Canadá;40;Diseñador;254225;Alta;Sí;3;Bonos;99069;Anual;Medio;Ganancia Rápida
883;2022;Europa;España;24;Abogado;121330;Alta;Sí;4;Criptomonedas;42408;Anual;Bajo;Ahorro
884;2024;Europa;Reino Unido;32;Programador;386083;Alta;No;0;Acciones;29392;Mensual;Medio;Ahorro
885;2022;América Latina;Chile;56;Estudiante;342892;Alta;Sí;1;Inmobiliario;11720;Anual;Bajo;Ahorro
886;2022;Norteamérica;Estados Unidos;33;Abogado;112723;Alta;Sí;1;Criptomonedas;18915;Semestral;Medio;Ganancia Rápida
887;2023;Europa;Francia;39;Abogado;79445;Media;Sí;7;Inmobiliario;8707;Mensual;Bajo;Diversificación
888;2023;Europa;Italia;54;Profesor;81219;Media;Sí;7;Bonos;21463;Anual;Medio;Ganancia Rápida
889;2023;Norteamérica;Canadá;40;Empresario;210240;Alta;No;0;Bonos;28266;Semestral;Alto;Retiro
890;2022;América Latina;Argentina;37;Diseñador;454768;Alta;No;0;Inmobiliario;72966;Semestral;Medio;Ganancia Rápida
891;2024;Norteamérica;Canadá;42;Contador;216626;Alta;Sí;1;Fondos Mutuos;55146;Semestral;Medio;Ganancia Rápida
892;2024;Europa;España;32;Contador;415098;Alta;Sí;2;Acciones;90766;Anual;Bajo;Retiro
893;2022;América Latina;Brasil;42;Estudiante;274571;Alta;Sí;2;Bonos;26868;Anual;Medio;Retiro
894;2022;Europa;Italia;70;Abogado;409152;Alta;Sí;6;Bonos;33362;Anual;Bajo;Ganancia Rápida
895;2023;Europa;Alemania;34;Empresario;66252;Media;Sí;7;Fondos Mutuos;13541;Mensual;Alto;Ganancia Rápida
896;2023;Norteamérica;Canadá;35;Contador;128066;Alta;Sí;6;Criptomonedas;10605;Mensual;Alto;Ganancia Rápida
897;2022;Europa;Reino Unido;26;Estudiante;497929;Alta;No;0;Criptomonedas;40770;Anual;Alto;Ahorro
898;2024;América Latina;México;35;Abogado;464111;Alta;No;0;Acciones;42893;Anual;Bajo;Retiro
899;2022;Norteamérica;Canadá;29;Médico;90224;Media;Sí;2;Bonos;20538;Mensual;Bajo;Diversificación
900;2022;América Latina;Chile;47;Programador;438874;Alta;Sí;2;Acciones;17850;Semestral;Medio;Diversificación
901;2024;Norteamérica;Canadá;52;Programador;262911;Alta;Sí;1;Inmobiliario;23150;Anual;Alto;Diversificación
902;2022;Europa;España;27;Diseñador;487600;Alta;No;0;Acciones;89802;Semestral;Bajo;Retiro
903;2024;Europa;Reino Unido;50;Profesor;38507;Media;No;0;Acciones;4739;Semestral;Alto;Ganancia Rápida
904;2024;Norteamérica;Canadá;36;Empresario;273648;Alta;Sí;6;Inmobiliario;6656;Semestral;Bajo;Diversificación
905;2023;Norteamérica;Canadá;50;Programador;345381;Alta;Sí;5;Bonos;12896;Semestral;Medio;Ahorro
906;2023;América Latina;Chile;26;Estudiante;399866;Alta;No;0;Inmobiliario;7305;Semestral;Alto;Retiro
907;2023;Europa;Francia;44;Estudiante;107185;Alta;No;0;Fondos Mutuos;1463;Semestral;Alto;Diversificación
