Región;País;Rango de Edad;Profesión;Clase Social; Ingresos Anuales (USD) ;Invierte;Instrumento de Inversión
América Latina;Perú;56-65;Contador;Media; $ 43.072,43 ;Si;Oro
América Latina;Brasil;56-65;Docente;Alta; $ 138.397,97 ;Si;Bienes Raíces
América Latina;México;36-45;Ingeniero;Alta; $ 244.749,96 ;Si;Bonos
América Latina;Argentina;66+;Ingeniero;Media; $ 79.607,88 ;Si;Criptomonedas
NorteAmérica;Canadá;56-65;Desarrollador;Media; $ 71.719,25 ;Si;No invierte
América Latina;Argentina;26-35;Contador;Alta; $ 416.970,22 ;Si;Fondos de inversiÃ³n
América Latina;Colombia;46-55;Ingeniero;Baja; $ 12.091,15 ;Si;Criptomonedas
NorteAmérica;EE.UU.;66+;Abogado;Media; $ 63.149,43 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;18-25;Artista;Baja; $ 14.173,22 ;Si;Bienes Raíces
NorteAmérica;EE.UU.;56-65;Artista;Alta; $ 85.674,69 ;Si;No invierte
Europa;Reino Unido;46-55;Desarrollador;Alta; $ 368.283,79 ;No;No invierte
NorteAmérica;Canadá;46-55;Artista;Media; $ 31.046,53 ;Si;Acciones
América Latina;Chile;26-35;Docente;Alta; $ 442.443,27 ;Si;Acciones
América Latina;Chile;18-25;Docente;Alta; $ 287.580,53 ;Si;Fondos de inversiÃ³n
América Latina;Perú;26-35;Abogado;Alta; $ 457.247,50 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;56-65;Contador;Media; $ 43.873,05 ;Si;Fondos de inversiÃ³n
América Latina;México;66+;Ingeniero;Alta; $ 312.017,47 ;Si;Criptomonedas
Europa;Alemania;56-65;Desarrollador;Media; $ 50.183,53 ;Si;Oro
NorteAmérica;Canadá;66+;Abogado;Alta; $ 395.895,10 ;Si;No invierte
Europa;Países Bajos;18-25;Científico;Baja; $ 5.607,93 ;Si;Bienes Raíces
América Latina;Perú;66+;Médico;Alta; $ 303.495,60 ;Si;Oro
América Latina;Colombia;36-45;Docente;Baja; $ 7.775,46 ;No;No invierte
Europa;Alemania;18-25;Médico;Baja; $ 17.020,89 ;Si;Bienes Raíces
Europa;España;56-65;Funcionario;Media; $ 67.439,41 ;Si;Bonos
Europa;Francia;46-55;Empresario;Alta; $ 460.918,72 ;Si;Fondos de inversiÃ³n
NorteAmérica;Canadá;46-55;Médico;Alta; $ 155.866,80 ;Si;Criptomonedas
América Latina;Chile;66+;Contador;Baja; $ 5.313,33 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;18-25;Médico;Baja; $ 15.886,92 ;Si;Bonos
NorteAmérica;Canadá;66+;Abogado;Media; $ 34.801,96 ;Si;Criptomonedas
América Latina;Colombia;66+;Empresario;Alta; $ 426.367,28 ;Si;Acciones
América Latina;Brasil;18-25;Funcionario;Media; $ 35.014,88 ;No;No invierte
NorteAmérica;EE.UU.;26-35;Contador;Baja; $ 5.455,92 ;Si;Acciones
NorteAmérica;Canadá;26-35;Artista;Alta; $ 212.744,95 ;No;No invierte
NorteAmérica;EE.UU.;36-45;Artista;Alta; $ 243.418,58 ;Si;Bienes Raíces
Europa;España;46-55;Artista;Media; $ 47.382,27 ;Si;Bonos
NorteAmérica;EE.UU.;18-25;Médico;Alta; $ 325.954,69 ;Si;Criptomonedas
América Latina;Chile;36-45;Artista;Alta; $ 276.380,64 ;Si;No invierte
NorteAmérica;Canadá;26-35;Empresario;Alta; $ 324.647,83 ;No;No invierte
América Latina;Perú;46-55;Contador;Alta; $ 418.661,39 ;No;No invierte
NorteAmérica;Canadá;36-45;Docente;Baja; $ 9.618,77 ;Si;No invierte
América Latina;México;18-25;Científico;Media; $ 35.554,72 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;46-55;Médico;Baja; $ 6.390,79 ;Si;Bonos
NorteAmérica;EE.UU.;66+;Abogado;Media; $ 75.022,51 ;Si;No invierte
América Latina;Chile;26-35;Artista;Alta; $ 433.360,32 ;Si;Acciones
Europa;Países Bajos;56-65;Contador;Alta; $ 212.800,13 ;Si;Oro
Europa;Italia;46-55;Funcionario;Alta; $ 339.947,49 ;Si;Fondos de inversiÃ³n
Europa;Alemania;18-25;Funcionario;Baja; $ 14.178,83 ;Si;Oro
América Latina;Brasil;56-65;Ingeniero;Media; $ 22.985,69 ;Si;No invierte
América Latina;Colombia;66+;Abogado;Alta; $ 262.975,75 ;Si;Criptomonedas
América Latina;Argentina;18-25;Funcionario;Media; $ 41.998,25 ;Si;No invierte
NorteAmérica;Canadá;46-55;Empresario;Alta; $ 460.682,21 ;Si;Bonos
Europa;Italia;18-25;Docente;Alta; $ 463.404,55 ;Si;Criptomonedas
NorteAmérica;Canadá;26-35;Artista;Alta; $ 223.320,93 ;No;No invierte
NorteAmérica;Canadá;26-35;Desarrollador;Baja; $ 5.565,85 ;No;No invierte
Europa;Francia;56-65;Científico;Media; $ 24.156,35 ;Si;Acciones
América Latina;Chile;56-65;Desarrollador;Baja; $ 5.505,11 ;Si;Criptomonedas
NorteAmérica;EE.UU.;26-35;Funcionario;Baja; $ 5.684,82 ;Si;Bonos
América Latina;Argentina;36-45;Artista;Media; $ 69.783,91 ;Si;Bienes Raíces
NorteAmérica;Canadá;18-25;Desarrollador;Alta; $ 189.887,70 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;26-35;Ingeniero;Baja; $ 12.228,64 ;No;No invierte
Europa;Alemania;56-65;Contador;Alta; $ 352.770,37 ;Si;Fondos de inversiÃ³n
NorteAmérica;Canadá;36-45;Empresario;Alta; $ 296.366,06 ;Si;Acciones
América Latina;Perú;46-55;Docente;Alta; $ 156.032,04 ;Si;Bonos
NorteAmérica;Canadá;66+;Funcionario;Media; $ 26.759,55 ;Si;No invierte
Europa;Países Bajos;56-65;Docente;Media; $ 30.302,32 ;Si;Bienes Raíces
NorteAmérica;Canadá;66+;Contador;Baja; $ 19.162,11 ;Si;Bienes Raíces
NorteAmérica;Canadá;36-45;Contador;Media; $ 69.038,37 ;Si;Fondos de inversiÃ³n
América Latina;Argentina;18-25;Científico;Alta; $ 358.849,06 ;No;No invierte
América Latina;Argentina;26-35;Contador;Media; $ 50.032,59 ;Si;No invierte
NorteAmérica;Canadá;36-45;Científico;Media; $ 27.185,90 ;Si;Acciones
NorteAmérica;EE.UU.;36-45;Artista;Alta; $ 213.523,70 ;Si;Bienes Raíces
América Latina;Colombia;46-55;Médico;Alta; $ 114.949,71 ;Si;Bonos
NorteAmérica;Canadá;46-55;Funcionario;Baja; $ 17.157,92 ;Si;Bonos
América Latina;Argentina;26-35;Artista;Baja; $ 19.887,92 ;No;No invierte
Europa;Italia;56-65;Contador;Media; $ 67.411,12 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;56-65;Médico;Media; $ 44.217,71 ;Si;Oro
América Latina;Chile;26-35;Empresario;Media; $ 60.203,70 ;Si;Oro
Europa;Italia;66+;Artista;Media; $ 68.897,26 ;Si;Bonos
América Latina;México;36-45;Científico;Alta; $ 474.943,34 ;Si;Acciones
Europa;Reino Unido;66+;Desarrollador;Alta; $ 239.914,86 ;No;No invierte
América Latina;Argentina;66+;Desarrollador;Media; $ 55.094,41 ;Si;Fondos de inversiÃ³n
Europa;Italia;66+;Médico;Alta; $ 102.555,66 ;Si;Fondos de inversiÃ³n
América Latina;Chile;36-45;Docente;Alta; $ 485.295,74 ;No;No invierte
Europa;Reino Unido;56-65;Funcionario;Baja; $ 7.162,32 ;No;No invierte
NorteAmérica;Canadá;66+;Empresario;Baja; $ 12.458,93 ;No;No invierte
NorteAmérica;Canadá;46-55;Funcionario;Alta; $ 360.457,55 ;Si;Oro
América Latina;Brasil;66+;Abogado;Baja; $ 8.531,02 ;Si;Criptomonedas
NorteAmérica;Canadá;46-55;Contador;Baja; $ 7.263,45 ;Si;No invierte
América Latina;México;66+;Docente;Baja; $ 19.048,55 ;Si;Fondos de inversiÃ³n
América Latina;Colombia;26-35;Docente;Media; $ 27.243,65 ;No;No invierte
NorteAmérica;EE.UU.;46-55;Empresario;Alta; $ 379.995,12 ;No;No invierte
NorteAmérica;Canadá;66+;Científico;Media; $ 33.697,47 ;Si;No invierte
Europa;Reino Unido;46-55;Médico;Alta; $ 346.207,01 ;Si;Criptomonedas
NorteAmérica;Canadá;66+;Desarrollador;Alta; $ 126.631,04 ;Si;Criptomonedas
América Latina;México;36-45;Artista;Alta; $ 385.948,31 ;Si;Bonos
América Latina;Argentina;18-25;Desarrollador;Media; $ 46.564,93 ;Si;Bonos
América Latina;Colombia;36-45;Abogado;Baja; $ 18.267,57 ;No;No invierte
NorteAmérica;EE.UU.;36-45;Científico;Alta; $ 497.870,21 ;Si;Acciones
NorteAmérica;Canadá;26-35;Desarrollador;Alta; $ 117.490,23 ;No;No invierte
NorteAmérica;Canadá;36-45;Ingeniero;Media; $ 56.935,03 ;Si;Bienes Raíces
América Latina;México;26-35;Ingeniero;Alta; $ 408.732,12 ;Si;Criptomonedas
Europa;Países Bajos;46-55;Artista;Baja; $ 19.052,94 ;Si;Fondos de inversiÃ³n
Europa;Alemania;36-45;Médico;Media; $ 27.063,85 ;No;No invierte
América Latina;Colombia;66+;Ingeniero;Alta; $ 250.288,36 ;No;No invierte
Europa;Países Bajos;36-45;Contador;Media; $ 72.758,48 ;Si;Criptomonedas
NorteAmérica;EE.UU.;56-65;Docente;Alta; $ 458.119,26 ;Si;Bonos
Europa;Alemania;36-45;Empresario;Baja; $ 8.201,00 ;Si;Oro
NorteAmérica;EE.UU.;36-45;Funcionario;Alta; $ 439.668,12 ;Si;Oro
NorteAmérica;EE.UU.;46-55;Ingeniero;Baja; $ 8.231,70 ;Si;No invierte
Europa;Países Bajos;56-65;Contador;Media; $ 65.234,86 ;Si;Oro
Europa;Italia;18-25;Empresario;Media; $ 43.395,04 ;Si;No invierte
América Latina;Colombia;46-55;Abogado;Alta; $ 248.104,36 ;Si;Oro
Europa;Alemania;26-35;Científico;Baja; $ 14.032,14 ;Si;Fondos de inversiÃ³n
Europa;España;26-35;Abogado;Baja; $ 13.842,13 ;Si;Criptomonedas
Europa;Francia;18-25;Artista;Baja; $ 9.736,34 ;Si;No invierte
América Latina;Chile;18-25;Médico;Media; $ 25.632,19 ;Si;Bienes Raíces
NorteAmérica;Canadá;36-45;Ingeniero;Media; $ 30.466,81 ;Si;Criptomonedas
América Latina;Brasil;66+;Abogado;Alta; $ 414.904,32 ;Si;Criptomonedas
América Latina;Brasil;26-35;Funcionario;Baja; $ 12.570,83 ;Si;Bonos
América Latina;Argentina;36-45;Contador;Media; $ 63.521,53 ;Si;Criptomonedas
Europa;Países Bajos;56-65;Abogado;Baja; $ 17.337,23 ;Si;Oro
NorteAmérica;Canadá;36-45;Abogado;Alta; $ 312.572,68 ;No;No invierte
América Latina;Brasil;18-25;Médico;Alta; $ 99.445,61 ;No;No invierte
Europa;Reino Unido;26-35;Docente;Media; $ 24.598,19 ;Si;Criptomonedas
NorteAmérica;Canadá;36-45;Artista;Baja; $ 15.500,25 ;No;No invierte
NorteAmérica;EE.UU.;26-35;Empresario;Alta; $ 116.597,45 ;Si;No invierte
América Latina;Argentina;66+;Médico;Baja; $ 19.689,45 ;Si;Criptomonedas
América Latina;Perú;56-65;Abogado;Baja; $ 19.586,74 ;Si;No invierte
NorteAmérica;Canadá;36-45;Empresario;Media; $ 43.962,62 ;Si;Bonos
NorteAmérica;Canadá;66+;Funcionario;Media; $ 23.818,71 ;No;No invierte
América Latina;Chile;56-65;Empresario;Baja; $ 13.577,34 ;Si;Bienes Raíces
América Latina;Chile;26-35;Abogado;Baja; $ 10.647,68 ;Si;Criptomonedas
Europa;España;66+;Funcionario;Baja; $ 14.445,97 ;Si;Acciones
América Latina;Argentina;26-35;Científico;Media; $ 71.165,20 ;Si;Bonos
Europa;Alemania;66+;Empresario;Media; $ 71.991,38 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;36-45;Desarrollador;Media; $ 63.007,77 ;Si;Fondos de inversiÃ³n
América Latina;Chile;18-25;Artista;Baja; $ 7.690,94 ;Si;Oro
América Latina;México;66+;Abogado;Media; $ 38.028,02 ;Si;Criptomonedas
América Latina;Perú;36-45;Abogado;Baja; $ 10.913,04 ;Si;Fondos de inversiÃ³n
Europa;Alemania;66+;Abogado;Media; $ 70.096,29 ;Si;Oro
NorteAmérica;EE.UU.;18-25;Científico;Media; $ 48.927,14 ;Si;No invierte
América Latina;Colombia;66+;Empresario;Alta; $ 137.591,71 ;No;No invierte
América Latina;Chile;18-25;Contador;Baja; $ 6.409,58 ;Si;No invierte
América Latina;México;26-35;Artista;Media; $ 24.742,70 ;Si;Oro
América Latina;Perú;66+;Desarrollador;Alta; $ 485.350,70 ;Si;Bienes Raíces
América Latina;Chile;26-35;Abogado;Baja; $ 19.371,57 ;Si;Acciones
Europa;España;46-55;Desarrollador;Alta; $ 494.976,11 ;Si;Fondos de inversiÃ³n
América Latina;Perú;46-55;Empresario;Media; $ 30.543,77 ;No;No invierte
Europa;Alemania;18-25;Funcionario;Media; $ 70.878,45 ;Si;Bonos
América Latina;Perú;66+;Funcionario;Alta; $ 331.272,53 ;Si;Acciones
América Latina;Chile;26-35;Desarrollador;Alta; $ 82.847,70 ;No;No invierte
Europa;Italia;66+;Empresario;Media; $ 36.428,80 ;Si;Fondos de inversiÃ³n
América Latina;Colombia;18-25;Médico;Baja; $ 14.408,07 ;Si;Bienes Raíces
Europa;Reino Unido;26-35;Contador;Alta; $ 255.311,29 ;Si;Acciones
NorteAmérica;Canadá;26-35;Médico;Media; $ 73.535,95 ;No;No invierte
América Latina;Colombia;36-45;Contador;Alta; $ 293.491,28 ;No;No invierte
NorteAmérica;Canadá;56-65;Desarrollador;Alta; $ 259.763,66 ;Si;No invierte
NorteAmérica;EE.UU.;36-45;Empresario;Baja; $ 12.703,19 ;Si;Acciones
América Latina;Argentina;18-25;Funcionario;Media; $ 77.971,96 ;Si;Criptomonedas
NorteAmérica;Canadá;46-55;Abogado;Media; $ 33.938,97 ;Si;Bonos
América Latina;México;18-25;Funcionario;Media; $ 24.256,38 ;No;No invierte
Europa;Reino Unido;36-45;Científico;Baja; $ 15.571,50 ;Si;Acciones
NorteAmérica;Canadá;66+;Funcionario;Media; $ 72.008,12 ;Si;No invierte
América Latina;México;26-35;Abogado;Baja; $ 15.951,61 ;No;No invierte
Europa;Italia;18-25;Médico;Baja; $ 10.029,66 ;No;No invierte
América Latina;México;56-65;Desarrollador;Alta; $ 246.983,41 ;Si;Bonos
Europa;Reino Unido;26-35;Científico;Media; $ 29.922,08 ;Si;Bonos
Europa;Reino Unido;66+;Empresario;Baja; $ 9.931,46 ;Si;Criptomonedas
Europa;Reino Unido;46-55;Desarrollador;Alta; $ 219.144,28 ;Si;No invierte
NorteAmérica;Canadá;18-25;Contador;Baja; $ 11.049,74 ;Si;Oro
NorteAmérica;EE.UU.;46-55;Científico;Baja; $ 19.649,79 ;Si;No invierte
América Latina;México;18-25;Funcionario;Alta; $ 207.865,87 ;Si;Oro
NorteAmérica;EE.UU.;18-25;Docente;Media; $ 54.602,04 ;Si;Bonos
Europa;Italia;26-35;Docente;Media; $ 59.175,36 ;Si;Fondos de inversiÃ³n
Europa;Países Bajos;26-35;Funcionario;Baja; $ 9.161,78 ;Si;Oro
América Latina;Chile;36-45;Científico;Media; $ 65.302,53 ;No;No invierte
NorteAmérica;EE.UU.;66+;Empresario;Media; $ 64.283,75 ;Si;Acciones
Europa;España;36-45;Abogado;Baja; $ 7.337,90 ;Si;Oro
América Latina;Brasil;26-35;Abogado;Alta; $ 479.523,84 ;Si;Bienes Raíces
Europa;Alemania;66+;Médico;Media; $ 67.851,66 ;No;No invierte
América Latina;Argentina;26-35;Empresario;Baja; $ 16.372,90 ;No;No invierte
NorteAmérica;EE.UU.;26-35;Médico;Baja; $ 14.422,94 ;Si;Bienes Raíces
NorteAmérica;EE.UU.;56-65;Desarrollador;Media; $ 38.521,65 ;Si;Criptomonedas
Europa;Italia;36-45;Funcionario;Alta; $ 246.789,29 ;Si;No invierte
Europa;España;18-25;Abogado;Baja; $ 10.817,80 ;No;No invierte
Europa;Reino Unido;46-55;Docente;Baja; $ 12.464,91 ;No;No invierte
Europa;España;18-25;Médico;Baja; $ 17.966,86 ;Si;Bienes Raíces
América Latina;Argentina;66+;Docente;Media; $ 43.449,22 ;No;No invierte
NorteAmérica;EE.UU.;36-45;Científico;Media; $ 78.505,01 ;Si;No invierte
Europa;Francia;56-65;Funcionario;Baja; $ 13.405,04 ;No;No invierte
América Latina;Argentina;26-35;Funcionario;Alta; $ 239.795,53 ;Si;Bienes Raíces
Europa;Países Bajos;56-65;Desarrollador;Alta; $ 127.933,46 ;Si;Fondos de inversiÃ³n
América Latina;Chile;66+;Contador;Media; $ 42.627,52 ;Si;No invierte
Europa;Italia;56-65;Desarrollador;Alta; $ 346.489,54 ;No;No invierte
América Latina;Perú;18-25;Artista;Alta; $ 425.125,07 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;66+;Docente;Media; $ 60.535,59 ;No;No invierte
América Latina;México;36-45;Contador;Alta; $ 383.385,28 ;Si;Oro
América Latina;México;36-45;Funcionario;Alta; $ 469.035,05 ;Si;Acciones
América Latina;Colombia;36-45;Abogado;Media; $ 49.346,61 ;Si;Bienes Raíces
Europa;Francia;66+;Científico;Alta; $ 80.904,74 ;No;No invierte
América Latina;Brasil;26-35;Abogado;Alta; $ 168.097,29 ;Si;No invierte
América Latina;Chile;36-45;Ingeniero;Alta; $ 326.187,41 ;Si;Oro
América Latina;Brasil;46-55;Médico;Alta; $ 363.862,17 ;Si;Bienes Raíces
Europa;Países Bajos;56-65;Artista;Baja; $ 10.095,27 ;No;No invierte
Europa;Italia;36-45;Docente;Alta; $ 427.228,07 ;Si;Bienes Raíces
América Latina;Colombia;18-25;Funcionario;Baja; $ 5.507,87 ;Si;Criptomonedas
NorteAmérica;EE.UU.;26-35;Funcionario;Baja; $ 13.058,14 ;Si;No invierte
NorteAmérica;Canadá;18-25;Docente;Media; $ 28.368,40 ;No;No invierte
NorteAmérica;EE.UU.;56-65;Funcionario;Alta; $ 377.793,24 ;No;No invierte
NorteAmérica;EE.UU.;36-45;Funcionario;Media; $ 75.958,81 ;No;No invierte
NorteAmérica;EE.UU.;46-55;Desarrollador;Alta; $ 104.543,49 ;No;No invierte
NorteAmérica;EE.UU.;26-35;Contador;Baja; $ 7.303,52 ;Si;Bienes Raíces
América Latina;Chile;56-65;Docente;Alta; $ 293.683,60 ;Si;No invierte
Europa;Francia;36-45;Docente;Baja; $ 9.221,09 ;Si;Criptomonedas
Europa;Reino Unido;46-55;Ingeniero;Baja; $ 15.321,81 ;Si;Oro
América Latina;México;66+;Ingeniero;Alta; $ 389.390,92 ;Si;Fondos de inversiÃ³n
NorteAmérica;Canadá;66+;Docente;Alta; $ 293.476,52 ;Si;Bonos
Europa;Países Bajos;26-35;Desarrollador;Media; $ 73.996,09 ;No;No invierte
NorteAmérica;Canadá;18-25;Científico;Baja; $ 19.397,90 ;Si;Bonos
NorteAmérica;Canadá;66+;Médico;Alta; $ 309.046,63 ;Si;Acciones
NorteAmérica;Canadá;46-55;Desarrollador;Media; $ 59.342,57 ;Si;Acciones
NorteAmérica;EE.UU.;66+;Contador;Alta; $ 472.603,40 ;Si;No invierte
América Latina;Colombia;36-45;Artista;Alta; $ 158.986,65 ;No;No invierte
América Latina;Chile;66+;Médico;Baja; $ 10.297,38 ;No;No invierte
NorteAmérica;Canadá;18-25;Docente;Media; $ 45.744,15 ;Si;No invierte
Europa;Francia;56-65;Científico;Media; $ 67.668,12 ;Si;Oro
América Latina;Brasil;26-35;Empresario;Baja; $ 18.806,13 ;Si;No invierte
América Latina;Perú;36-45;Científico;Baja; $ 7.572,20 ;No;No invierte
América Latina;México;26-35;Desarrollador;Alta; $ 135.281,11 ;Si;Bienes Raíces
Europa;Francia;36-45;Contador;Alta; $ 496.417,84 ;No;No invierte
NorteAmérica;Canadá;26-35;Desarrollador;Baja; $ 5.253,73 ;Si;Bonos
Europa;España;56-65;Empresario;Baja; $ 14.268,94 ;No;No invierte
NorteAmérica;Canadá;66+;Abogado;Baja; $ 5.225,48 ;Si;Criptomonedas
NorteAmérica;EE.UU.;18-25;Funcionario;Alta; $ 413.850,13 ;No;No invierte
América Latina;Argentina;36-45;Funcionario;Baja; $ 8.188,59 ;Si;Acciones
Europa;Italia;18-25;Artista;Alta; $ 494.669,42 ;Si;Acciones
Europa;Francia;46-55;Abogado;Media; $ 55.693,32 ;Si;Bienes Raíces
Europa;Italia;26-35;Funcionario;Alta; $ 403.171,96 ;Si;Fondos de inversiÃ³n
NorteAmérica;EE.UU.;46-55;Científico;Alta; $ 205.896,72 ;Si;Fondos de inversiÃ³n
América Latina;Chile;26-35;Desarrollador;Baja; $ 16.884,41 ;Si;Bonos
Europa;Países Bajos;56-65;Docente;Media; $ 30.475,42 ;Si;Fondos de inversiÃ³n
Europa;Reino Unido;18-25;Artista;Media; $ 75.034,54 ;Si;Bienes Raíces
Europa;España;26-35;Empresario;Baja; $ 16.112,35 ;Si;Bienes Raíces
América Latina;Chile;26-35;Desarrollador;Baja; $ 6.584,38 ;Si;No invierte
Europa;España;36-45;Docente;Alta; $ 238.545,81 ;Si;Fondos de inversiÃ³n
América Latina;Colombia;66+;Ingeniero;Baja; $ 8.598,48 ;No;No invierte
Europa;España;36-45;Abogado;Media; $ 20.318,06 ;Si;Bonos
América Latina;Argentina;46-55;Funcionario;Media; $ 49.948,45 ;No;No invierte
América Latina;México;26-35;Docente;Media; $ 66.964,68 ;Si;Criptomonedas
Europa;Reino Unido;18-25;Desarrollador;Baja; $ 11.429,09 ;Si;Criptomonedas
América Latina;Perú;26-35;Ingeniero;Baja; $ 7.762,98 ;Si;Acciones
Europa;Francia;36-45;Desarrollador;Media; $ 60.770,18 ;No;No invierte
América Latina;Chile;26-35;Funcionario;Baja; $ 19.587,99 ;Si;Bienes Raíces
NorteAmérica;Canadá;66+;Abogado;Alta; $ 249.935,28 ;Si;Acciones
América Latina;Chile;46-55;Científico;Media; $ 56.265,34 ;Si;No invierte
Europa;Reino Unido;36-45;Artista;Media; $ 27.612,29 ;No;No invierte
Europa;Francia;46-55;Desarrollador;Baja; $ 17.023,72 ;Si;Fondos de inversiÃ³n
América Latina;México;66+;Abogado;Media; $ 31.735,11 ;Si;No invierte
Europa;Alemania;66+;Médico;Media; $ 31.610,61 ;Si;Acciones
América Latina;Brasil;46-55;Médico;Media; $ 44.448,70 ;No;No invierte
NorteAmérica;Canadá;36-45;Artista;Baja; $ 13.601,69 ;Si;No invierte
NorteAmérica;EE.UU.;26-35;Empresario;Baja; $ 11.840,95 ;No;No invierte
América Latina;Brasil;36-45;Científico;Media; $ 54.159,65 ;Si;Oro
América Latina;Perú;66+;Funcionario;Baja; $ 19.690,63 ;Si;Oro
Europa;Alemania;56-65;Científico;Baja; $ 12.572,01 ;No;No invierte
Europa;Países Bajos;46-55;Científico;Baja; $ 15.816,29 ;No;No invierte
Europa;Países Bajos;26-35;Médico;Media; $ 71.621,20 ;Si;Criptomonedas
Europa;Países Bajos;18-25;Artista;Baja; $ 10.501,61 ;No;No invierte
América Latina;Colombia;36-45;Desarrollador;Alta; $ 320.305,95 ;No;No invierte
Europa;Países Bajos;36-45;Abogado;Baja; $ 19.427,43 ;Si;Bienes Raíces
NorteAmérica;Canadá;26-35;Artista;Alta; $ 491.167,62 ;No;No invierte
Europa;España;56-65;Funcionario;Media; $ 36.609,01 ;Si;Fondos de inversiÃ³n
Europa;Reino Unido;46-55;Ingeniero;Media; $ 77.481,59 ;Si;Bonos
Europa;Francia;56-65;Empresario;Baja; $ 11.474,60 ;Si;Bienes Raíces
América Latina;México;26-35;Abogado;Alta; $ 353.797,13 ;Si;Acciones
América Latina;Argentina;56-65;Ingeniero;Media; $ 59.075,42 ;Si;Fondos de inversiÃ³n
América Latina;Brasil;18-25;Abogado;Baja; $ 9.572,78 ;No;No invierte
NorteAmérica;EE.UU.;66+;Desarrollador;Baja; $ 5.812,83 ;Si;Bonos
América Latina;Brasil;36-45;Desarrollador;Media; $ 67.399,54 ;No;No invierte
NorteAmérica;Canadá;66+;Médico;Baja; $ 18.497,80 ;Si;Fondos de inversiÃ³n
NorteAmérica;Canadá;56-65;Abogado;Baja; $ 10.804,77 ;No;No invierte
NorteAmérica;EE.UU.;66+;Funcionario;Baja; $ 7.376,96 ;Si;Criptomonedas
NorteAmérica;EE.UU.;46-55;Médico;Alta; $ 129.786,36 ;Si;Acciones
NorteAmérica;Canadá;18-25;Funcionario;Media; $ 67.628,96 ;No;No invierte
América Latina;Brasil;46-55;Docente;Media; $ 34.560,74 ;Si;Acciones
América Latina;Perú;66+;Abogado;Baja; $ 14.852,73 ;Si;Bienes Raíces
Europa;España;56-65;Ingeniero;Baja; $ 7.889,23 ;Si;Fondos de inversiÃ³n
América Latina;Brasil;36-45;Artista;Media; $ 55.294,76 ;No;No invierte
Europa;Países Bajos;36-45;Ingeniero;Baja; $ 11.036,72 ;Si;Bienes Raíces
Europa;España;46-55;Ingeniero;Alta; $ 122.213,29 ;Si;Bienes Raíces
América Latina;México;18-25;Docente;Media; $ 79.194,73 ;Si;Criptomonedas
Europa;Alemania;56-65;Empresario;Alta; $ 335.999,67 ;Si;Acciones
NorteAmérica;EE.UU.;26-35;Contador;Media; $ 25.573,77 ;No;No invierte
Europa;España;56-65;Ingeniero;Alta; $ 350.009,47 ;Si;Bienes Raíces
América Latina;México;46-55;Científico;Alta; $ 495.417,96 ;Si;Bienes Raíces
NorteAmérica;Canadá;66+;Empresario;Alta; $ 88.837,97 ;Si;No invierte
América Latina;Chile;56-65;Científico;Alta; $ 90.806,26 ;Si;Oro
Europa;Francia;46-55;Desarrollador;Media; $ 79.167,59 ;Si;No invierte
Europa;Italia;46-55;Médico;Alta; $ 494.896,00 ;No;No invierte
Europa;Alemania;46-55;Desarrollador;Media; $ 36.723,28 ;Si;Bonos
América Latina;Brasil;18-25;Artista;Media; $ 24.604,02 ;Si;Bienes Raíces
NorteAmérica;EE.UU.;46-55;Contador;Alta; $ 167.035,69 ;Si;Bonos
Europa;Francia;46-55;Ingeniero;Media; $ 68.116,23 ;Si;Bonos
América Latina;Chile;18-25;Ingeniero;Alta; $ 224.613,13 ;Si;Bienes Raíces
América Latina;Perú;66+;Desarrollador;Alta; $ 376.448,48 ;No;No invierte
NorteAmérica;EE.UU.;36-45;Científico;Baja; $ 8.476,98 ;Si;Bienes Raíces
NorteAmérica;EE.UU.;26-35;Desarrollador;Alta; $ 255.744,51 ;Si;No invierte
Europa;Reino Unido;56-65;Docente;Baja; $ 6.644,75 ;Si;Fondos de inversiÃ³n
NorteAmérica;Canadá;46-55;Ingeniero;Baja; $ 6.680,33 ;Si;Criptomonedas
América Latina;Perú;18-25;Docente;Baja; $ 8.238,68 ;No;No invierte
Europa;Países Bajos;46-55;Contador;Alta; $ 191.047,76 ;Si;No invierte
NorteAmérica;Canadá;18-25;Empresario;Baja; $ 15.282,91 ;Si;Criptomonedas
NorteAmérica;Canadá;18-25;Desarrollador;Media; $ 20.966,11 ;No;No invierte
América Latina;Brasil;18-25;Artista;Media; $ 62.504,41 ;Si;Criptomonedas
América Latina;Brasil;26-35;Contador;Alta; $ 417.305,77 ;No;No invierte
NorteAmérica;Canadá;36-45;Contador;Baja; $ 5.513,36 ;Si;Acciones
Europa;España;56-65;Artista;Media; $ 25.434,13 ;Si;Acciones
América Latina;Brasil;36-45;Empresario;Alta; $ 169.037,22 ;Si;Bonos
NorteAmérica;EE.UU.;18-25;Contador;Alta; $ 210.790,22 ;Si;No invierte
